"y_gap","CPI_infl","FEDFUNDS"
0.00756998219233322,-2.01125260784177,-4.50767605633803
0.00775428732685788,-0.248431896580241,-4.49767605633803
0.00577652558319776,-0.110654156350103,-4.48767605633803
0.00167438478515708,-1.0013346765833,-4.49767605633803
0.00153950400401199,-0.908879776988174,-4.27767605633803
-0.00113208453229666,-0.31253615373628,-4.24767605633803
9.74997198348972e-05,-0.411843176138787,-4.22767605633803
-0.000172296486440413,-0.19407843945543,-4.21767605633803
-0.00106764347797933,-0.101350171028107,-3.96767605633803
-0.00118862773466568,-0.639054983768022,-3.71767605633803
0.00101382093987317,-0.854328622883953,-3.46767605633803
0.00662617381536271,0.0961366378756611,-3.46767605633803
0.00919294499626677,0.0265430599057214,-3.20767605633803
0.0090130344102787,-0.326598647950531,-2.92767605633803
0.00981065066077586,-0.481136169775569,-2.70767605633803
0.00584836754854264,-0.256529022364154,-2.42767605633803
0.00671861282159646,-0.958311429093355,-2.21767605633803
0.00968426380792733,0.177602841526054,-2.19767605633803
0.015941576697624,-0.652116707640031,-2.21767605633803
0.0173065746069109,-0.347271312949742,-2.78767605633803
-0.00147275016144628,-0.110874827065493,-3.06767605633803
-0.08919583303266,-2.07638736843914,-4.56767605633803
-0.0203216390975154,0.0272538128288157,-4.52767605633803
-0.0151335534200248,-0.116321544511715,-4.52767605633803
-0.00753915687427013,0.0307385980516005,-4.52767605633803
0.00291080515705321,0.609068878966807,-4.54767605633803
0.00457331820237007,1.08954442083548,-4.51767605633803
0.0149309587656625,0.819823005167981,-4.53767605633803
0.00565039220320321,1.26910936087945,-4.53767605633803
0.000426232313246042,1.23277293370509,-4.28767605633803
0.000784080517347864,1.30258741732018,-2.93767605633803
0.00079267945609827,0.168855722961565,-1.53767605633803
0.00111151886733868,-0.06835019357621,-0.287676056338028
0.00046431471446885,-0.0708393445849876,0.212323943661972
0.0050253932353353,-0.294015783921191,0.502323943661972
0.00652862272835084,0.133527425385322,0.712323943661972
0.00173662007092455,-0.226267481589853,0.712323943661972
0.0036799172076496,0.193101982944528,0.712323943661972
0.00503827290815052,-0.700526006257922,0.712323943661972
0.00278667316281636,-0.219364314258757,0.212323943661972
-0.00566824442126232,0.174700716435856,-0.287676056338028
-0.00307600202028692,-0.455255885908406,-0.287676056338028
0.000809041797714937,-0.293606950290775,-0.287676056338028
